title,processed_title,League Name,category
Camarda reacts to Milan debut: “Something unique that I will never forget” – photo,"Camarda react Milan debut : "" something unique I never forget "" – photo",other,Others
MN: The shirt number Camarda has chosen after Milan call-up,MN : shirt number Camarda choose Milan call -,other,Others
Romano: Talks ‘advanced’ over renewal as Camarda ‘only wants to play for Milan’,Romano : talk ' advanced ' renewal Camarda ' want play Milan ',other,Others
Tuttosport: Milan aim to protect Camarda on two fronts as Arsenal and Newcastle lurk,Tuttosport : Milan aim protect Camarda two front Arsenal Newcastle lurk,other,Others
AC Milan history-maker BANNED from facing Newcastle in Champions League… and won’t be able to play until Ma...,AC Milan history - maker BANNED face Newcastle Champions League … wo n’t able play Ma ...,champions league,
"90min: Milan face battle to keep Camarda – Liverpool, Man City and Real Madrid keen","90min : Milan face battle keep Camarda – Liverpool , Man City Real Madrid keen",other,Others
Manchester City defender Gvardiol in awe of teammate Haaland - ESPN,Manchester City defender Gvardiol awe teammate Haaland - ESPN,mma,Fighting
Gvardiol: I much prefer playing alongside Haaland than against him!,gvardiol : I much prefer play alongside Haaland !,other,Others
Gvardiol reminder of how far he come - and what he needs to succeed at City,gvardiol reminder far come - need succeed city,other,Others
Why Josko Gvardiol is playing out of position at left-back for Man City,Josko Gvardiol play position left - back Man City,other,Others
Luke Shaw proved why he is priceless to Manchester United at Everton,Luke Shaw prove priceless Manchester United Everton,other,Others
"Hojlund, Antony, Eriksen - Manchester United injury news and return dates ahead of Galatasaray","Hojlund , Antony , Eriksen - Manchester United injury news return date ahead Galatasaray",other,Others
Team news for Everton v United,team news Everton v United,other,Others
Manchester United fans have got something to say about Luke Shaw comeback performance,Manchester United fan get something say Luke Shaw comeback performance,other,Others
Britain Soccer Man United Shaw | National Sports | heraldchronicle.com,Britain Soccer Man United Shaw | National Sports | heraldchronicle.com,other,Others
"Everton v Man Utd team news: Shaw starts, Hojlund misses out","Everton v Man Utd team news : Shaw start , Hojlund miss",other,Others
Erik ten Hag reveals Andre Onana and Luke Shaw injury update,Erik ten Hag reveal Andre Onana Luke Shaw injury update,other,Others
Man Utd’s Shaw returns to training after injury,Man Utd ’s Shaw return training injury,other,Others
CONFIRMED: Manchester United Starting XI vs Everton,CONFIRMED : Manchester United Starting XI vs Everton,other,Others
Man Utd forward Rasmus Hojlund in race to be fit to face Everton,Man Utd forward Rasmus Hojlund race fit face Everton,other,Others
Man Utd’s messiah! Why Luke Shaw’s return could save the Red Devils’ season - and Erik ten Hag’s job,Man Utd ’s messiah ! Luke Shaw ’s return could save Red Devils ' season - Erik ten Hag ’s job,other,Others
Everton vs Man Utd team news: nine players out and three more doubtful,Everton vs Man Utd team news : nine player three doubtful,other,Others
Luke Shaw is back in Man United training as Lisandro Martinez makes his return to Carrington,Luke Shaw back Man United training Lisandro Martinez make return Carrington,other,Others
Man Utd XI vs Everton: Starting lineup and confirmed team news,Man Utd XI vs Everton : start lineup confirm team news,other,Others
Man Utd boss Ten Hag confirms Onana 'good' for Everton trip,Man Utd boss Ten Hag confirm Onana ' good ' Everton trip,other,Others
Manchester United handed Luke Shaw fitness boost ahead of Everton match,Manchester United hand Luke Shaw fitness boost ahead Everton match,other,Others
"EPL: Ten Hag gives injury updates on Onana, Hojlund, Shaw ahead Everton clash","EPL : ten Hag give injury update Onana , Hojlund , Shaw ahead Everton clash",epl,Soccer
Predicted XI: [4-3-3] Onana to start against Everton? Wan-Bissaka and Shaw back in action? Hojlund to make the squad?,Predicted XI : [ 4 - 3 - 3 ] Onana start Everton ? Wan - Bissaka Shaw back action ? hojlund make squad ?,other,Others
"Fabrizio Romano shares injury update out of Man Utd, says it ""great news""","Fabrizio Romano share injury update Man Utd , say "" great news """,other,Others
"Erik ten Hag admits he ""very happy"" as Man Utd handed huge injury boost before Everton","Erik ten Hag admit "" happy "" Man Utd hand huge injury boost Everton",other,Others
"Confirmed MUFC XI vs Everton (Premier League away, 2023/24)","confirm MUFC XI vs Everton ( Premier League away , 2023/24 )",premier league,Soccer
Man United handed a major BOOST for the festive period as Luke Shaw returns to training for first time since h,Man United hand major boost festive period Luke Shaw return training first time since h,other,Others
"Team News: Everton vs. Manchester United injury, suspension list, predicted XIs","Team News : Everton vs. Manchester United injury , suspension list , predict XIs",other,Others
Three things noticed during Man United training ahead of Everton clash,three thing notice Man United training ahead Everton clash,other,Others
"Months After Missing EPL Action Due To Injury, Shaw, Onana Return For Man Utd Clash Against Everton","month miss EPL Action Due To Injury , Shaw , Onana Return Man Utd Clash Everton",epl,Soccer
Soccer-Shaw return to training boosts injury-hit Man United,Soccer - Shaw return training boost injury - hit Man United,other,Others
Man Utd handed key injury boost as defender returns to training,Man Utd hand key injury boost defender return train,other,Others
"Predicted Manchester United XI vs Everton: Antony, Garnacho & Rashford all start","Predicted Manchester United XI vs Everton : Antony , Garnacho & Rashford start",other,Others
Manchester United TEN HAG DECLARES ONANA FIT FOR EVERTON GAME,Manchester United TEN HAG DECLARES ONANA FIT EVERTON game,other,Others
“Quite hopeful” – Man United might have some good news to celebrate this weekend,""" quite hopeful "" – Man United might good news celebrate weekend",other,Others
Harry Maguire could have new centre-back partner vs Everton after injury boost,Harry Maguire could new centre - back partner vs Everton injury boost,other,Others
Man Utd boss Ten Hag coy on Varane 'rumours'; confirms Shaw 'will be in the squad' against Everton,Man Utd boss ten Hag coy Varane ' rumour ' ; confirm Shaw ' squad ' Everton,other,Others
Erik ten Hag gives Rasmus Hojlund and Christian Eriksen injury update ahead of Everton clash - Man United News ...,Erik ten Hag give Rasmus Hojlund Christian Eriksen injury update ahead Everton clash - Man United News ...,other,Others
Everton and Man United starting line-ups confirmed as big name back on bench,Everton Man United start line - confirm big name back bench,other,Others
Man Utd Shaw returns to training after injury,Man Utd Shaw return training injury,other,Others
"Manchester United injury list: Andre Onana, Christian Eriksen and Rasmus Hojlund join Lisandro Martinez...","Manchester United injury list : Andre Onana , Christian Eriksen Rasmus Hojlund join Lisandro Martinez ...",other,Others
Exclusive: Fabrizio Romano responds to links between Barcelona and Liverpool midfielder,exclusive : Fabrizio Romano respond link Barcelona Liverpool midfielder,other,Others
Man Utd confirm key player has returned to training ahead of Everton clash,Man Utd confirm key player return training ahead Everton clash,other,Others
‘Incredible Athlete’ Returns in Huge Boost for Erik ten Hag Against Fired-up Everton: Manchester United Team News and Predicted Lineup,' incredible Athlete ' return huge Boost Erik ten hag Fired - Everton : Manchester United Team News Predicted Lineup,other,Others
Man Utd boss Erik ten Hag sends message to 'mad' Everton and drops Rasmus Hojlund update,Man Utd boss Erik ten Hag send message ' mad ' Everton drop Rasmus Hojlund update,other,Others
Man Utd injury boost ahead of Newcastle clash after £30m star ruled out for 16 games,Man Utd injury boost ahead Newcastle clash £ 30 star rule 16 game,other,Others
Luke Shaw set to be back in Man Utd squad THIS WEEKEND as Ten Hag reveals he’s trained for two weeks...,Luke Shaw set back Man Utd squad WEEKEND ten Hag reveal train two week ...,other,Others
Erik ten Hag believes returning star can give Manchester United more stability ahead of Everton fixture,Erik ten Hag believe return star give Manchester United stability ahead Everton fixture,other,Others
"Onana ready to face Everton, Hojlund doubtful, says Ten Hag","Onana ready face Everton , Hojlund doubtful , say ten hag",other,Others
Luke Shaw back in training after 3 months out to ease Man United injury issues in defense,Luke Shaw back training 3 month ease Man United injury issue defense,other,Others
Shaw return to training boosts injury-hit Man United,shaw return training boost injury - hit Man United,other,Others
"Manchester United XI vs Everton: Starting lineup, confirmed team news and injury latest today","Manchester United XI vs Everton : start lineup , confirm team news injury latest today",other,Others
"Manchester United injury news: Andre Onana, Rasmus Hojlund and Luke Shaw updates","Manchester United injury news : Andre Onana , Rasmus Hojlund Luke Shaw update",other,Others
Expected Manchester United line up vs Everton,expect Manchester United line vs Everton,other,Others
"Barcelona midfielder Pedri: Without Gavi, we lose many things","Barcelona midfielder Pedri : without Gavi , lose many thing",other,Others
Barca want to sign £200k/week Liverpool star in Jan after Gavi ACL rupture,Barca want sign £ 200k / week Liverpool star Jan Gavi ACL rupture,other,Others
Barcelona star Gavi eriously injured' in Spain match,Barcelona star Gavi eriously injure ' Spain match,other,Others
Ferran Torres shows support for injured Gavi after scoring for Spain,Ferran Torres show support injure Gavi score Spain,other,Others
Soccer-Spain Gavi suffers knee injury in 3-1 Euro qualifying win over Georgia,Soccer - Spain Gavi suffer knee injury 3 - 1 Euro qualifying win Georgia,other,Others
Liverpool veteran return to former club accelerates after Klopp breaks down January barriers,liverpool veteran return former club accelerate Klopp break January barrier,other,Others
